CASE#,DATE  OF OCCURRENCE,BLOCK, IUCR, PRIMARY DESCRIPTION, SECONDARY DESCRIPTION, LOCATION DESCRIPTION,ARREST,DOMESTIC,BEAT,WARD,FBI CD,X COORDINATE,Y COORDINATE,LATITUDE,LONGITUDE,LOCATION
HX489230,10/31/2014 8:15,070XX N GLENWOOD AVE,810,THEFT,OVER $500,RESTAURANT,N,N,2423,49,6,1165513,1946663,42.00923957,-87.66637126,"(42.00923957302567, -87.66637125584056)"
HX490740,10/31/2014 8:15,070XX N GLENWOOD AVE,810,THEFT,OVER $500,BAR OR TAVERN,N,N,2423,49,6,1165513,1946663,42.00923957,-87.66637126,"(42.00923957302567, -87.66637125584056)"
HX489663,10/31/2014 11:20,059XX N GLENWOOD AVE,545,ASSAULT,PRO EMP HANDS NO/MIN INJURY,"SCHOOL, PUBLIC, BUILDING",N,N,2013,48,08A,1165871,1939326,41.98909902,-87.66526469,"(41.98909902450144, -87.66526469389366)"
HX490457,10/31/2014 15:00,020XX W MORSE AVE,820,THEFT,$500 AND UNDER,VEHICLE NON-COMMERCIAL,N,N,2411,50,6,1161475,1945982,42.00745626,-87.68124733,"(42.00745625551359, -87.68124732963638)"
HX489761,10/31/2014 15:45,013XX W GREENLEAF AVE,560,ASSAULT,SIMPLE,APARTMENT,N,N,2423,49,08A,1165976,1947036,42.01025318,-87.66465703,"(42.01025318033305, -87.66465702731489)"
HX495500,10/31/2014 17:00,063XX N LAKEWOOD AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,2433,40,6,1166427,1942238,41.9970777,-87.66313583,"(41.99707770139818, -87.66313583259819)"
HX489987,10/31/2014 19:50,021XX W GRANVILLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2413,40,14,1161169,1941115,41.99410745,-87.68250927,"(41.99410744913409, -87.6825092736762)"
HX491149,10/31/2014 20:00,014XX W DEVON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,N,N,2432,40,14,1165517,1942652,41.99823322,-87.66647148,"(41.998233222282714, -87.66647148407773)"
HX490516,10/31/2014 21:30,021XX W DEVON AVE,620,BURGLARY,UNLAWFUL ENTRY,SMALL RETAIL STORE,N,N,2413,50,5,1160594,1942424,41.99771136,-87.68458789,"(41.997711361825694, -87.68458788987529)"
HX490578,10/31/2014 22:30,016XX W SCHREIBER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2432,40,14,1164120,1942946,41.99906971,-87.67160221,"(41.999069705508184, -87.67160220642418)"
HY307780,11/1/2014 0:01,017XX W NORTH SHORE AVE,1154,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT $300 AND UNDER,RESIDENCE,N,N,2432,49,11,1163685,1944518,42.00339253,-87.67315785,"(42.003392526827405, -87.67315785428012)"
HX490314,11/1/2014 1:50,012XX W NORTH SHORE AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,Y,N,2432,49,08B,1166402,1944542,42.00340046,-87.66316146,"(42.00340046065747, -87.66316145962101)"
HX490858,11/1/2014 3:00,024XX W PETERSON AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,RESIDENCE,N,N,2413,40,2,1159198,1939825,41.99060852,-87.68979512,"(41.990608515742835, -87.68979511822405)"
HX490369,11/1/2014 3:04,018XX W HOOD AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,Y,N,2413,40,2,1162867,1940818,41.99325689,-87.67627169,"(41.99325689034288, -87.67627169423437)"
HX490568,11/1/2014 9:30,067XX N SHERIDAN RD,560,ASSAULT,SIMPLE,RESIDENTIAL YARD (FRONT/BACK),N,Y,2432,49,08A,1166989,1944906,42.00438665,-87.6609914,"(42.004386654528155, -87.66099140226704)"
HY316966,11/1/2014 10:00,012XX W PRATT BLVD,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,N,Y,2432,49,26,1166914,1945284,42.00542551,-87.66125641,"(42.00542550870401, -87.66125641076775)"
HX490707,11/1/2014 11:14,058XX N RIDGE AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,SIDEWALK,Y,N,2013,48,08B,1165452,1938887,41.98790335,-87.6668184,"(41.98790335487334, -87.66681839508475)"
HX490892,11/1/2014 11:30,024XX W GRANVILLE AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,N,Y,2413,50,26,1158736,1941044,41.99396301,-87.69146085,"(41.99396301381137, -87.69146085363728)"
HY287295,11/1/2014 12:00,066XX N GREENVIEW AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,OTHER,N,Y,2432,40,26,1165101,1944424,42.00310451,-87.66795115,"(42.003104510287336, -87.66795114686002)"
HX491347,11/1/2014 17:00,067XX N BOSWORTH AVE,810,THEFT,OVER $500,RESIDENCE-GARAGE,N,N,2432,40,6,1164675,1944949,42.0045542,-87.6695034,"(42.00455419563018, -87.66950339753203)"
HX493617,11/1/2014 17:00,062XX N ARTESIAN AVE,460,BATTERY,SIMPLE,STREET,N,N,2413,50,08B,1158821,1941152,41.99425762,-87.69114521,"(41.99425762124542, -87.69114520834555)"
HX502189,11/1/2014 18:00,016XX W BRYN MAWR AVE,820,THEFT,$500 AND UNDER,RESIDENCE,N,N,2012,40,6,1164084,1937291,41.98355298,-87.67189532,"(41.983552983648195, -87.67189531581823)"
HX492012,11/1/2014 19:00,012XX W MORSE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,2431,49,14,1166630,1946249,42.0080796,-87.66227344,"(42.008079597419744, -87.66227343603997)"
HX491844,11/1/2014 22:00,016XX W BRYN MAWR AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2012,40,5,1164084,1937291,41.98355298,-87.67189532,"(41.983552983648195, -87.67189531581823)"
HX492216,11/1/2014 22:00,063XX N ARTESIAN AVE,810,THEFT,OVER $500,STREET,N,N,2413,50,6,1158790,1942160,41.99702425,-87.69123144,"(41.997024249167815, -87.69123143660494)"
HX491586,11/1/2014 23:51,063XX N WESTERN AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2413,50,18,1159204,1942136,41.99694986,-87.68970916,"(41.99694986344784, -87.68970915994002)"
HX491643,11/2/2014 0:29,021XX W HIGHLAND AVE,810,THEFT,OVER $500,APARTMENT,N,N,2413,50,6,1160656,1942174,41.99702406,-87.68436678,"(41.99702406432874, -87.68436678451508)"
HX491626,11/2/2014 0:57,070XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,Y,N,2424,49,08B,1163344,1946926,42.01000734,-87.67434419,"(42.01000734298577, -87.67434418744595)"
HX491713,11/2/2014 1:50,011XX W GRANVILLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,Y,N,2433,48,14,1167437,1941289,41.99445187,-87.65944794,"(41.99445187436113, -87.65944793889746)"
HX491716,11/2/2014 2:30,059XX N RAVENSWOOD AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,Y,2012,40,6,1163349,1939552,41.98977279,-87.67453454,"(41.98977278560595, -87.67453454341305)"
HX507982,11/2/2014 11:00,015XX W PRATT BLVD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,2431,49,11,1164756,1945297,42.00550739,-87.66919547,"(42.00550739125747, -87.66919546545785)"
HY129303,11/2/2014 17:00,019XX W THOME AVE,460,BATTERY,SIMPLE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,N,N,2413,50,08B,1162313,1941583,41.99536772,-87.67828799,"(41.995367720453984, -87.6782879880177)"
HX492614,11/2/2014 18:30,065XX N SHERIDAN RD,890,THEFT,FROM BUILDING,BAR OR TAVERN,N,N,2432,49,6,1167019,1944012,42.00193286,-87.66090686,"(42.00193285642837, -87.66090686356256)"
HX492624,11/2/2014 18:30,065XX N SHERIDAN RD,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,BAR OR TAVERN,N,N,2432,49,11,1167019,1944012,42.00193286,-87.66090686,"(42.00193285642837, -87.66090686356256)"
HX492571,11/2/2014 19:44,025XX W PETERSON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,OTHER,Y,N,2413,50,18,1158538,1939814,41.99059191,-87.69222305,"(41.990591914941135, -87.69222305376897)"
HX492683,11/2/2014 20:15,022XX W DEVON AVE,810,THEFT,OVER $500,STREET,N,N,2412,50,6,1160179,1942492,41.99790657,-87.68611263,"(41.99790657377048, -87.68611263306727)"
HX493264,11/2/2014 21:30,024XX W DEVON AVE,810,THEFT,OVER $500,STREET,N,N,2413,50,6,1158877,1942371,41.99760145,-87.69090558,"(41.99760145030755, -87.69090557502321)"
HX496990,11/2/2014 21:30,057XX N BROADWAY,810,THEFT,OVER $500,BANK,N,N,2022,48,6,1167313,1938198,41.98597278,-87.65999346,"(41.98597277569399, -87.6599934608603)"
HX492651,11/2/2014 21:44,014XX W MORSE AVE,2170,NARCOTICS,POSSESSION OF DRUG EQUIPMENT,ALLEY,Y,N,2431,49,18,1165291,1946208,42.00799579,-87.66720108,"(42.00799578776265, -87.6672010835525)"
HX492738,11/2/2014 23:30,063XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,N,N,2433,40,08B,1164394,1942405,41.99757937,-87.67060965,"(41.99757937287196, -87.6706096451561)"
HX512157,11/3/2014 1:00,015XX W GLENLAKE AVE,810,THEFT,OVER $500,STREET,N,N,2433,48,6,1165054,1940565,41.99251632,-87.66823433,"(41.99251632352103, -87.66823433058786)"
HX496001,11/3/2014 4:48,016XX W OLIVE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,2012,40,11,1164217,1937514,41.98416208,-87.67139983,"(41.98416208348963, -87.67139982860789)"
HX492825,11/3/2014 6:15,064XX N SHERIDAN RD,850,THEFT,ATTEMPT THEFT,SIDEWALK,Y,N,2432,49,6,1167134,1942980,41.99909855,-87.66051363,"(41.99909855027783, -87.66051362810867)"
HX494374,11/3/2014 9:30,012XX W FARWELL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,N,N,2431,49,5,1166582,1945804,42.00685954,-87.66246287,"(42.00685954249711, -87.66246286836476)"
HX493035,11/3/2014 10:00,057XX N KENMORE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,N,Y,2022,48,26,1168171,1938247,41.98608868,-87.65683637,"(41.98608867974471, -87.65683636534474)"
HX493121,11/3/2014 11:00,016XX W GREENLEAF AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2423,49,6,1164432,1947071,42.01038217,-87.67033694,"(42.010382174068056, -87.67033694032543)"
HX493639,11/3/2014 16:25,023XX W LUNT AVE,4625,OTHER OFFENSE,PAROLE VIOLATION,STREET,Y,N,2411,50,26,1159310,1946357,42.00853024,-87.68920241,"(42.00853024094014, -87.68920241319822)"
HX496239,11/3/2014 17:15,061XX N WESTERN AVE,1110,DECEPTIVE PRACTICE,BOGUS CHECK,BANK,N,N,2413,50,11,1159240,1940993,41.99381269,-87.68960834,"(41.99381268658431, -87.68960833846988)"
HX494342,11/3/2014 17:30,021XX W ARTHUR AVE,320,ROBBERY,STRONGARM - NO WEAPON,SIDEWALK,N,N,2412,50,3,1160926,1943094,41.99954295,-87.68334787,"(41.99954295457214, -87.6833478737686)"
HX497032,11/3/2014 19:10,023XX W FARWELL AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2411,50,26,1159454,1945578,42.00638967,-87.68869418,"(42.00638966674079, -87.68869418116665)"
HX493943,11/3/2014 19:50,067XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,2432,49,6,1167067,1944976,42.00457705,-87.66070242,"(42.004577054534785, -87.66070241684932)"
HX493942,11/3/2014 20:17,056XX N ASHLAND AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2012,40,18,1164674,1937820,41.98499205,-87.66971033,"(41.98499205318937, -87.66971033368667)"
HX495683,11/3/2014 20:30,021XX W GRANVILLE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2413,40,14,1160964,1941109,41.99409526,-87.68326352,"(41.99409525773057, -87.68326351866908)"
HX494064,11/3/2014 22:50,060XX N SHERIDAN RD,1210,DECEPTIVE PRACTICE,THEFT OF LABOR/SERVICES,STREET,N,N,2433,48,11,1168502,1940095,41.99115245,-87.65556518,"(41.99115245066161, -87.65556517569382)"
HX494112,11/3/2014 23:25,015XX W EDGEWATER AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VEHICLE NON-COMMERCIAL,Y,N,2013,48,18,1164942,1938337,41.98640501,-87.6687099,"(41.98640501451078, -87.6687099033264)"
HX494129,11/4/2014 0:35,010XX W HOLLYWOOD AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2022,48,14,1168561,1938087,41.98564117,-87.65540662,"(41.98564117418717, -87.65540662491625)"
HX540435,11/4/2014 4:00,068XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE,N,Y,2431,49,26,1166887,1945659,42.0064551,-87.66134492,"(42.006455096392735, -87.66134491644674)"
HX496182,11/4/2014 7:50,058XX N KENMORE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2022,48,7,1168153,1938816,41.98765042,-87.65688604,"(41.98765041894214, -87.65688603925089)"
HX529587,11/4/2014 9:00,056XX N BROADWAY,1122,DECEPTIVE PRACTICE,COUNTERFEIT CHECK,OTHER,N,N,2022,48,10,1167330,1937632,41.98441929,-87.6599473,"(41.984419290495275, -87.6599473028594)"
HX535751,11/4/2014 9:00,013XX W NORWOOD ST,1156,DECEPTIVE PRACTICE,ATTEMPT - FINANCIAL IDENTITY THEFT,RESIDENCE,N,N,2433,48,11,1166168,1940344,41.99188608,-87.66414303,"(41.99188607966573, -87.66414303244281)"
HX494488,11/4/2014 10:46,067XX N ARTESIAN AVE,454,BATTERY,AGG PO HANDS NO/MIN INJURY,ALLEY,Y,N,2412,50,08B,1158800,1944782,42.0042189,-87.69112231,"(42.00421890398402, -87.69112230621161)"
HX494599,11/4/2014 11:53,024XX W ESTES AVE,460,BATTERY,SIMPLE,STREET,N,N,2411,50,08B,1158991,1947098,42.01057015,-87.69035562,"(42.01057014777506, -87.69035562111894)"
HX512768,11/4/2014 13:24,017XX W ESTES AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2423,49,6,1163737,1947412,42.01133263,-87.67288441,"(42.01133262647956, -87.67288441302813)"
HX494841,11/4/2014 14:15,014XX W ELMDALE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,N,N,2013,48,26,1165718,1939923,41.99074048,-87.66581033,"(41.990740482013884, -87.66581033154648)"
HX495138,11/4/2014 16:00,056XX N CAMPBELL AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,2011,40,5,1158604,1937408,41.98398839,-87.69204656,"(41.98398839343394, -87.69204655587092)"
HX495398,11/4/2014 21:00,065XX N GLENWOOD AVE,820,THEFT,$500 AND UNDER,APARTMENT,N,N,2432,40,6,1165704,1943708,42.00112691,-87.66575329,"(42.00112691097972, -87.66575328889775)"
HX495556,11/4/2014 21:00,021XX W GRANVILLE AVE,917,MOTOR VEHICLE THEFT,"CYCLE, SCOOTER, BIKE W-VIN",STREET,N,N,2413,40,7,1161067,1941112,41.99410134,-87.68288456,"(41.9941013436306, -87.68288455698777)"
HX514245,11/5/2014 0:01,064XX N WAYNE AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,APARTMENT,N,N,2432,40,11,1166064,1942826,41.99869897,-87.66445426,"(41.99869897470329, -87.66445426196488)"
HX495554,11/5/2014 7:30,064XX N CLARK ST,460,BATTERY,SIMPLE,SIDEWALK,N,N,2432,40,08B,1164351,1942605,41.99812909,-87.67076213,"(41.99812909108432, -87.67076213276174)"
HX495593,11/5/2014 8:30,017XX W ESTES AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,RESIDENCE,Y,Y,2423,49,04B,1163622,1947408,42.01132408,-87.67330766,"(42.01132408421666, -87.67330765883557)"
HX495639,11/5/2014 9:30,012XX W LOYOLA AVE,460,BATTERY,SIMPLE,CTA PLATFORM,Y,N,2432,40,08B,1167045,1943622,42.00086213,-87.66082248,"(42.00086212896566, -87.66082248249336)"
HX519826,11/5/2014 11:00,014XX W ELMDALE AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2013,48,11,1165645,1939921,41.99073656,-87.6660789,"(41.990736555022984, -87.66607889893226)"
HX496018,11/5/2014 12:00,012XX W DEVON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2433,40,08B,1166521,1942595,41.9980553,-87.66277976,"(41.99805529759884, -87.6627797616423)"
HX496022,11/5/2014 13:40,011XX W GRANVILLE AVE,460,BATTERY,SIMPLE,CTA TRAIN,N,N,2433,48,08B,1167344,1941287,41.99444839,-87.65979009,"(41.99444839406097, -87.65979009066419)"
HX496005,11/5/2014 14:30,064XX N MAGNOLIA AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,N,N,2432,40,5,1166714,1943222,41.99977165,-87.6620517,"(41.99977164867869, -87.6620517019134)"
HX496220,11/5/2014 16:45,064XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,"SCHOOL, PRIVATE, GROUNDS",Y,N,2432,49,26,1167134,1942980,41.99909855,-87.66051363,"(41.99909855027783, -87.66051362810867)"
HX502892,11/5/2014 19:00,012XX W ARTHUR AVE,031A,ROBBERY,ARMED: HANDGUN,CTA STATION,N,N,2432,40,3,1166956,1943425,42.00032347,-87.66115559,"(42.000323474984896, -87.66115558506955)"
HX496505,11/5/2014 19:25,064XX N SHERIDAN RD,1330,CRIMINAL TRESPASS,TO LAND,COLLEGE/UNIVERSITY GROUNDS,Y,N,2432,49,26,1167130,1943095,41.9994142,-87.66052502,"(41.999414198720565, -87.66052501871162)"
HX496512,11/5/2014 20:19,014XX W ARTHUR AVE,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,N,N,2432,40,3,1165540,1943240,41.99984622,-87.66637003,"(41.99984621594872, -87.66637002632818)"
HX496631,11/5/2014 21:40,064XX N CLARK ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,POLICE FACILITY/VEH PARKING LOT,Y,N,2432,40,18,1164196,1943190,41.99973764,-87.67131568,"(41.99973763558644, -87.67131568498044)"
HX496854,11/5/2014 22:00,066XX N CLARK ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,N,Y,2432,49,08B,1163864,1944427,42.00313903,-87.67250191,"(42.00313903140781, -87.67250190556098)"
HX497363,11/5/2014 23:00,061XX N WINTHROP AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE PORCH/HALLWAY,N,N,2433,48,14,1167701,1941097,41.99391932,-87.6584824,"(41.993919317499056, -87.65848239966043)"
HX496704,11/6/2014 0:15,017XX W GREENLEAF AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,Y,N,2423,49,18,1163834,1947051,42.01033998,-87.67253776,"(42.010339981084016, -87.67253776315717)"
HX496724,11/6/2014 1:20,068XX N WESTERN AVE,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,Y,N,2411,50,6,1159123,1945115,42.00512601,-87.68992478,"(42.005126012408, -87.68992477783802)"
HX497689,11/6/2014 9:00,016XX W GREENLEAF AVE,820,THEFT,$500 AND UNDER,SIDEWALK,N,N,2423,49,6,1164322,1946987,42.01015401,-87.67074406,"(42.01015401340014, -87.67074406152145)"
HX498414,11/6/2014 9:25,065XX N ARTESIAN AVE,820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,N,N,2412,50,6,1158833,1943523,42.00076349,-87.69103565,"(42.00076348544563, -87.69103564603193)"
HX501823,11/6/2014 12:00,016XX W NORTH SHORE AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2432,49,6,1164150,1944613,42.00364336,-87.67144444,"(42.00364335761064, -87.67144443916528)"
HX500662,11/6/2014 14:00,066XX N GLENWOOD AVE,810,THEFT,OVER $500,STREET,N,N,2432,40,6,1165769,1944219,42.00252771,-87.6654995,"(42.002527714625884, -87.66549950279564)"
HX497324,11/6/2014 14:10,014XX W ELMDALE AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,N,N,2013,48,7,1165682,1939922,41.99073851,-87.66594278,"(41.9907385079048, -87.6659427761325)"
HX498794,11/6/2014 15:00,070XX N GREENVIEW AVE,890,THEFT,FROM BUILDING,RESIDENCE PORCH/HALLWAY,N,N,2423,49,6,1165052,1946746,42.00947717,-87.66806503,"(42.00947716943955, -87.66806503390463)"
HX497486,11/6/2014 16:40,011XX W BRYN MAWR AVE,460,BATTERY,SIMPLE,STREET,N,N,2022,48,08B,1167412,1937385,41.98373975,-87.65965286,"(41.983739746642954, -87.65965286431646)"
HX497694,11/6/2014 18:50,012XX W ARTHUR AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,PARKING LOT/GARAGE(NON.RESID.),Y,N,2432,40,18,1166941,1943505,42.00054332,-87.66120846,"(42.00054331961221, -87.66120845636898)"
HX497865,11/6/2014 21:45,061XX N GLENWOOD AVE,330,ROBBERY,AGGRAVATED,SIDEWALK,N,N,2433,48,3,1165911,1940660,41.9927587,-87.66507928,"(41.9927586984165, -87.66507928151891)"
HX497846,11/6/2014 22:15,067XX N CLARK ST,143A,WEAPONS VIOLATION,UNLAWFUL POSS OF HANDGUN,SIDEWALK,Y,N,2432,49,15,1163764,1944804,42.00417565,-87.6728591,"(42.004175645754266, -87.67285910010585)"
HX503223,11/6/2014 23:00,010XX W ALBION AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2432,49,6,1167859,1944300,42.00270499,-87.65780826,"(42.00270498909536, -87.65780826251057)"
HX497884,11/6/2014 23:30,017XX W GREENLEAF AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,APARTMENT,Y,N,2423,49,14,1163877,1947052,42.01034181,-87.67237952,"(42.01034181420677, -87.67237952253566)"
HX498563,11/7/2014 0:01,069XX N BELL AVE,1153,DECEPTIVE PRACTICE,FINANCIAL IDENTITY THEFT OVER $ 300,APARTMENT,N,N,2411,50,11,1160140,1946111,42.00783803,-87.68615547,"(42.00783803279108, -87.6861554694021)"
HY144109,11/7/2014 0:01,063XX N WESTERN AVE,281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,OTHER,N,N,2413,50,2,1159134,1941822,41.99608968,-87.68997534,"(41.996089679434625, -87.68997534004647)"
HX500029,11/7/2014 8:50,058XX N ARTESIAN AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,N,N,2011,40,5,1158891,1938849,41.98793666,-87.69095126,"(41.98793665692099, -87.69095126267625)"
HX519713,11/7/2014 11:00,061XX N SEELEY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,N,Y,2413,40,08B,1161516,1940460,41.99230286,-87.68125121,"(41.9923028634084, -87.68125120661762)"
HX499788,11/7/2014 14:47,011XX W BRYN MAWR AVE,820,THEFT,$500 AND UNDER,SMALL RETAIL STORE,N,N,2022,48,6,1167432,1937385,41.98373931,-87.65957931,"(41.98373931495755, -87.65957930806994)"
HX498840,11/7/2014 16:30,062XX N WINTHROP AVE,870,THEFT,POCKET-PICKING,CTA TRAIN,N,N,2433,48,6,1167684,1941657,41.99545634,-87.6585287,"(41.995456336396614, -87.65852869980282)"
HX499500,11/7/2014 17:00,015XX W THORNDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2013,48,14,1164911,1939661,41.99003877,-87.66878613,"(41.99003876900046, -87.6687861344707)"
HX500671,11/7/2014 18:30,066XX N GLENWOOD AVE,460,BATTERY,SIMPLE,STREET,N,N,2432,40,08B,1165769,1944219,42.00252771,-87.6654995,"(42.002527714625884, -87.66549950279564)"
HX500739,11/7/2014 19:00,010XX W COLUMBIA AVE,810,THEFT,OVER $500,STREET,N,N,2432,49,6,1167848,1944971,42.00454646,-87.65782925,"(42.004546461628415, -87.65782925408011)"
HX499405,11/7/2014 19:00,068XX N WOLCOTT AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,N,N,2424,49,14,1162412,1945472,42.00603717,-87.67781429,"(42.00603716688128, -87.67781429362752)"
HX499553,11/7/2014 19:00,061XX N SEELEY AVE,820,THEFT,$500 AND UNDER,STREET,N,N,2413,40,6,1161519,1940344,41.99198449,-87.68124342,"(41.99198449277966, -87.68124342070153)"
HX499040,11/7/2014 21:12,065XX N SEELEY AVE,110,HOMICIDE,FIRST DEGREE MURDER,APARTMENT,Y,N,2412,50,01A,1161445,1943322,42.00015777,-87.68143222,"(42.00015776669526, -87.68143222244346)"
HY205395,11/8/2014 0:01,012XX W GRANVILLE AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,N,N,2433,48,26,1166583,1941271,41.99442088,-87.66258984,"(41.994420880340044, -87.66258983723344)"
HX501013,11/8/2014 4:01,066XX N ASHLAND AVE,620,BURGLARY,UNLAWFUL ENTRY,APARTMENT,N,N,2432,40,5,1164443,1944340,42.00288802,-87.67037428,"(42.00288801881796, -87.67037427890432)"
HX499362,11/8/2014 6:10,060XX N WINTHROP AVE,460,BATTERY,SIMPLE,RESIDENCE PORCH/HALLWAY,N,N,2433,48,08B,1167808,1940230,41.99153794,-87.65811396,"(41.99153793688343, -87.65811395721008)"
HX519721,11/8/2014 9:00,061XX N SEELEY AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,N,N,2413,40,26,1161516,1940460,41.99230286,-87.68125121,"(41.9923028634084, -87.68125120661762)"
HX499515,11/8/2014 10:20,020XX W ARTHUR AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,N,2412,50,08B,1161544,1943193,41.99980172,-87.68107164,"(41.9998017179246, -87.68107163896474)"
HX499703,11/8/2014 13:11,066XX N ASHLAND AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,Y,N,2432,40,08B,1164448,1944141,42.00234185,-87.67036155,"(42.002341852004974, -87.67036155318698)"
HX501987,11/8/2014 16:00,066XX N SHERIDAN RD,820,THEFT,$500 AND UNDER,RESTAURANT,N,N,2432,49,6,1167009,1944272,42.00264652,-87.66093614,"(42.00264651657444, -87.66093614043685)"
HX500368,11/8/2014 16:45,010XX W BRYN MAWR AVE,890,THEFT,FROM BUILDING,RESTAURANT,N,N,2023,48,6,1168184,1937329,41.98356938,-87.65681522,"(41.983569384017, -87.65681522114528)"
HX500647,11/8/2014 17:00,060XX N GLENWOOD AVE,810,THEFT,OVER $500,STREET,N,N,2433,48,6,1165851,1940039,41.99105594,-87.6653178,"(41.99105594326607, -87.66531780009441)"
HX500538,11/8/2014 18:00,062XX N ARTESIAN AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,VEHICLE NON-COMMERCIAL,N,N,2413,50,26,1158808,1941590,41.99545978,-87.69118095,"(41.995459777438356, -87.69118094606709)"
HX502043,11/8/2014 18:00,061XX N WINTHROP AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),N,N,2433,48,14,1167706,1940941,41.99349114,-87.65846853,"(41.993491142160366, -87.65846852993292)"
